title,url,servings,ingredients,calories,carbohydrates,proteins,fats,tags
Conejo en freidora 9 en 1,https://recetas.lidl.es/recetas/conejo-en-freidora-9-en-1,4,"[""400 g conejo"", ""400 g patatas"", ""150 g sal"", ""150 ml aceite de oliva virgen extra"", ""3 uds champi\u00f1ones""]",56 kCal,19 g,3 g,1 g,"[""Segundos"", ""Carne y Aves""]"
Brownie de chocolate blanco,https://recetas.lidl.es/recetas/brownie-de-chocolate-blanco,6,"[""80 g Pistacho pelado Alesto"", ""115 g az\u00facar blanco Belbake"", ""3 uds huevos"", ""150 g mantequilla sin sal"", ""225 g chocolate blanco Fin Carr\u00e9"", ""120 g harina de trigo Belbake"", ""8 g levadura en polvo""]",797.9 kCal,61 g,12 g,56 g,"[""Postres"", ""Postres y Dulces"", ""Monsieur Cuisine""]"
Lomo en salsa,https://recetas.lidl.es/recetas/lomo-en-salsa,4,"[""800 g filetes de lomo"", ""15 ml sal"", ""2 uds pimienta negra"", ""1 ud aceite de oliva virgen extra"", ""1 dientes de ajo"", ""2 uds cebolla"", ""100 ml puerro"", ""2 hojas zanahorias"", ""400 ml Vino blanco Conde Noble"", ""200 ml hojas de laurel""]",381.2 kCal,17 g,47 g,13 g,"[""Segundos"", ""Carne y Aves""]"
Lentejas con chorizo,https://recetas.lidl.es/recetas/lentejas-con-chorizo,4,"[""300 g Lentejas Campo Largo"", ""1 ud diente de ajo"", ""1 ud cebolla"", ""20 ml aceite de oliva virgen extra"", ""120 g Chorizo extra dulce"", ""2 g piment\u00f3n dulce"", ""1 ud zanahoria"", ""250 g Tomate entero pelado Baresa"", ""1 ud hoja de laurel""]",485.8 kCal,53 g,28 g,19 g,"[""Primeros"", ""Arroz, Legumbres y Cereales"", ""La Cocina de Lidl""]"
Bizcocho de mandarinas,https://recetas.lidl.es/recetas/bizcocho-de-mandarinas,8,"[""100 g mantequilla sin sal"", ""150 g az\u00facar blanco Belbake"", ""3 uds huevos"", ""4 uds mandarinas"", ""80 g yogur natural"", ""200 g harina de trigo"", ""10 g levadura en polvo""]",299.3 kCal,40 g,5 g,13 g,"[""Postres"", ""Postres y Dulces""]"
Lomo bajo de vacuno con salsa de queso y uvas,https://recetas.lidl.es/recetas/lomo-bajo-de-vacuno-con-salsa-de-queso-y-uvas,2,"[""250 g lomo bajo de vacuno"", ""2 g aceite de oliva virgen extra""]",520 kCal,17 g,33 g,35 g,"[""Primeros"", ""Segundos"", ""Carne y Aves""]"
Gnocchis con salmón y champiñones,https://recetas.lidl.es/recetas/gnocchis-con-salmon-y-champinones,2,"[""500 g gnocchis"", ""250 g champi\u00f1ones"", ""4 uds dientes de ajo"", ""100 g salm\u00f3n ahumado"", ""30 g Aceite de romero y pimienta rosa"", ""200 ml agua"", ""50 g queso grana padano""]",723 kCal,68 g,35 g,34 g,"[""Primeros"", ""Segundos"", ""Pasta y Pizza"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Pudin de piña y dulce de leche,https://recetas.lidl.es/recetas/pudin-de-pina-y-dulce-de-leche,6,"[""2 latas conservas de pi\u00f1a"", ""400 ml nata para montar"", ""50 g harina de ma\u00edz"", ""100 g Dulce de leche""]",345 kCal,26 g,4 g,25 g,"[""Postres"", ""Postres y Dulces"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
"Crema de puerro, manzana y papa",https://recetas.lidl.es/recetas/crema-de-puerro-manzana-y-papa,3,"[""2 uds puerro (producto canario)"", ""1 ud manzana golden"", ""2 uds papas grandes"", ""20 g aceite de oliva virgen extra""]",297 kCal,30 g,18 g,11 g,"[""Primeros"", ""Sopas y Cremas"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Guiso de pollo,https://recetas.lidl.es/recetas/guiso-de-pollo,4,"[""800 g pechugas de pollo"", ""2 uds sal"", ""1 ud pimienta negra"", ""1 paquete aceite de oliva virgen extra"", ""2 uds dientes de ajo"", ""1 g puerro"", ""200 ml pimiento tricolor"", ""400 ml zanahorias"", ""500 ml boniato"", ""2 uds Vino blanco Conde Noble"", ""1 ud tomate triturado""]",589 kCal,28 g,64 g,20 g,"[""Primeros"", ""Segundos"", ""Carne y Aves"", ""Regiones de Espa\u00f1a"", ""La Cocina de Lidl""]"
Garbanzos con espinacas,https://recetas.lidl.es/recetas/garbanzos-con-espinacas,3,"[""1 ud cebolla"", ""1 ud diente de ajo"", ""300 g aceite de oliva virgen extra"", ""350 ml Espinacas Freshona"", ""2 g Caldo de verduras Kania"", ""400 g piment\u00f3n dulce""]",221 kCal,25 g,11 g,7 g,"[""Primeros"", ""Arroz, Legumbres y Cereales"", ""Regiones de Espa\u00f1a"", ""La Cocina de Lidl""]"
Tarta de Halloween,https://recetas.lidl.es/recetas/tarta-de-halloween,8,"[""150 ml leche entera Milbona"", ""180 g Chocolate fondant Fin Carr\u00e9"", ""3 uds huevos"", ""120 g az\u00facar blanco Belbake"", ""190 g harina de trigo Belbake"", ""8 g levadura en polvo""]",726 kCal,67 g,10 g,47 g,"[""Postres"", ""Postres y Dulces"", ""Regiones de Espa\u00f1a"", ""La Cocina de Lidl"", ""Halloween""]"
Pastel de carne,https://recetas.lidl.es/recetas/pastel-de-carne,6,"[""1 ud cebolla"", ""1 ud pimiento verde"", ""15 ml aceite de oliva virgen extra"", ""500 g carne picada"", ""570 g salsa de tomate""]",417 kCal,38 g,24 g,21 g,"[""Primeros"", ""Segundos"", ""Carne y Aves"", ""Regiones de Espa\u00f1a"", ""La Cocina de Lidl""]"
"Crema de pimiento rojo, zanahoria y setas",https://recetas.lidl.es/recetas/crema-de-pimiento-rojo-zanahoria-y-setas,2,"[""1 ud pimiento rojo (producto canario)"", ""5 uds zanahorias"", ""1 ud cebolla morada"", ""1 vaso caldo de pollo"", ""2 cucharadas pimienta""]",307 kCal,29 g,8 g,16 g,"[""Primeros"", ""Sopas y Cremas"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Huesos de santo de chocolate,https://recetas.lidl.es/recetas/huesos-de-santo-de-chocolate,10,"[""250 g almendras naturales"", ""200 g az\u00facar"", ""20 g cacao puro en polvo"", ""100 ml agua""]",376 kCal,48 g,8 g,17 g,"[""Postres"", ""Postres y Dulces"", ""Regiones de Espa\u00f1a"", ""Canarias"", ""Halloween""]"
Tarta de chuches para Halloween,https://recetas.lidl.es/recetas/tarta-de-chuches-para-halloween,10,"[""1 bolsa nubes de Halloween"", ""1 bolsa huesos de golosina"", ""1 bolsa gusanos de golosina"", ""10 uds tar\u00e1ntulas de golosina"", ""1 bolsa calabaza de chocolate"", ""0.5 bolsa murci\u00e9lago de chocolate con leche"", ""0.5 bolsa dentaduras de golosina"", ""1 bolsa ojos de golosina"", ""0.5 bolsa chupete sabor a frutas"", ""1 ud calavera con golosinas"", ""0.5 bolsa piruletas de chocolate"", ""0.5 bolsa caramelo blando""]",541 kCal,111 g,7 g,10 g,"[""Postres"", ""Postres y Dulces"", ""Regiones de Espa\u00f1a"", ""Canarias"", ""Halloween""]"
Pulpo frito con huevos y papas,https://recetas.lidl.es/recetas/pulpo-frito-con-huevos-y-papas,3,"[""250 g pulpo"", ""3 uds patatas"", ""3 uds huevos"", ""3 uds dientes de ajo"", ""100 g alioli (producto canario)"", ""50 g manga (producto canario)"", ""50 g perejil (producto canario)""]",648 kCal,36 g,22 g,45 g,"[""Primeros"", ""Segundos"", ""Guarniciones"", ""L\u00e1cteos y Huevos"", ""Pescado y Marisco"", ""Regiones de Espa\u00f1a"", ""Canarias"", ""Recetas con conservas"", ""Recetas de bocadillos y tostadas"", ""Recetas con embutidos y quesos""]"
Galletas para Halloween,https://recetas.lidl.es/recetas/galletas-para-halloween,12,"[""425 g harina"", ""225 g mantequilla"", ""125 g az\u00facar"", ""1 ud huevo"", ""1 cucharada levadura en polvo"", ""100 g leche"", ""80 g almendras fritas y saladas"", ""50 g chocolate con leche""]",414 kCal,44.9 g,6.15 g,23.4 g,"[""Postres"", ""Postres y Dulces"", ""Recetas para ni\u00f1os a partir de 3 a\u00f1os"", ""Halloween""]"
Bacalao rebozado,https://recetas.lidl.es/recetas/bacalao-rebozado,2,"[""500 g filetes de bacalao"", ""1 ud huevo"", ""40 g harina de trigo"", ""300 ml aceite de girasol"", ""1 ud tomate triturado"", ""1 ud diente de ajo"", ""1 ud cebolla""]",583 kCal,27.8 g,38.8 g,35.7 g,"[""Segundos"", ""Pescado y Marisco"", ""La Cocina de Lidl""]"
Merluza a la marinera,https://recetas.lidl.es/recetas/merluza-a-la-marinera,4,"[""1 ud cebolla"", ""2 uds dientes de ajo"", ""1 cucharada aceite de oliva virgen extra"", ""150 ml harina de trigo"", ""600 g vino blanco"", ""400 ml filetes de merluza"", ""200 g caldo de pescado"", ""225 g sal""]",215 kCal,7.2 g,33.5 g,5.4 g,"[""Segundos"", ""Pescado y Marisco"", ""Regiones de Espa\u00f1a""]"
Couscous con tofu,https://recetas.lidl.es/recetas/couscous-con-tofu,4,"[""1 ud aguacate"", ""50 g anacardos"", ""1 ud aceite de oliva virgen extra"", ""1 ud diente de ajo""]",801 kCal,84.9 g,26.8 g,39.4 g,"[""Primeros"", ""Segundos"", ""Fruta y Verdura"", ""Vegana"", ""Vegetariana"", ""La Cocina de Lidl""]"
Jamoncitos de pollo a la jardinera,https://recetas.lidl.es/recetas/jamoncitos-de-pollo-a-la-jardinera,3,"[""800 g jamoncito de pollo"", ""2 uds sal"", ""1 ud pimienta negra"", ""1 ud aceite de oliva virgen extra"", ""1 ud dientes de ajo"", ""2 uds cebolla"", ""2 uds pimiento rojo"", ""400 ml pimiento verde"", ""500 ml zanahorias"", ""200 g patatas""]",644 kCal,35 g,56 g,30.5 g,"[""Segundos"", ""Carne y Aves"", ""La Cocina de Lidl""]"
Cazuela de atún,https://recetas.lidl.es/recetas/cazuela-de-atun,2,"[""200 g at\u00fan"", ""150 g calamares patag\u00f3nico"", ""300 g papas"", ""1 ud cebolla"", ""1 ud tomate (producto canario)"", ""0.5 ud pimiento rojo (producto canario)"", ""200 ml dientes de ajo"", ""1 rama caldo de pescado"", ""0.5 sobre perejil (producto canario)""]",418 kCal,31 g,38 g,15 g,"[""Segundos"", ""Pescado y Marisco"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Pasta con salsa de champiñones,https://recetas.lidl.es/recetas/pasta-con-salsa-de-champinones,4,"[""2 uds dientes de ajo"", ""200 g aceite de oliva virgen extra"", ""100 ml champi\u00f1ones"", ""200 ml vino blanco"", ""320 g nata para cocinar""]",411 kCal,61.9 g,12.3 g,11.1 g,"[""Primeros"", ""Pasta y Pizza"", ""Vegetariana""]"
Estofado de vacuno a la cerveza,https://recetas.lidl.es/recetas/estofado-de-vacuno-a-la-cerveza,4,"[""800 g estofado de ternera"", ""2 uds sal"", ""2 uds pimienta negra"", ""2 uds aceite de oliva"", ""300 ml cebollas"", ""400 ml dientes de ajo"", ""2 uds zanahorias""]",534 kCal,12.2 g,43.3 g,31.4 g,"[""Segundos"", ""Carne y Aves""]"
Ramen de verduras,https://recetas.lidl.es/recetas/ramen-de-verduras,2,"[""2 uds zanahorias"", ""200 g br\u00f3coli"", ""150 g champi\u00f1ones"", ""800 ml aceite de oliva virgen extra"", ""125 g sal"", ""100 g caldo de ramen"", ""2 uds fideos chow mein""]",534 kCal,75 g,24.5 g,17.4 g,"[""Primeros"", ""Segundos"", ""Fruta y Verdura"", ""Vegetariana"", ""Recetas del Mundo"", ""Asia""]"
Croquetas de garbanzos,https://recetas.lidl.es/recetas/croquetas-de-garbanzos,4,"[""1 ud zanahoria"", ""1 ud calabac\u00edn"", ""1 ud aceite de oliva virgen extra"", ""400 g cebolla"", ""1 ud garbanzos"", ""50 g huevo"", ""80 g pan rallado""]",440 kCal,48.1 g,21 g,17.7 g,"[""Aperitivos"", ""Arroz, Legumbres y Cereales"", ""Vegetariana"", ""La Cocina de Lidl""]"
Hamburguesa gourmet,https://recetas.lidl.es/recetas/hamburguesa-gourmet,2,"[""2 uds hamburguesa de ternera"", ""2 uds panecillos"", ""200 g queso fresco ahumado (producto canario)"", ""2 cucharadas mayonesa"", ""2 cucharadas cebolla frita"", ""2 cucharadas miel"", ""2 hojas lechuga batavia (producto canario)"", ""0.5 tomate de ensalada (producto canario)""]",996 kCal,51 g,63 g,60 g,"[""Segundos"", ""Carne y Aves"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Vichyssoise,https://recetas.lidl.es/recetas/vichyssoise,2,"[""2 uds puerros"", ""30 g mantequilla"", ""200 g patatas"", ""400 ml sal"", ""100 ml pimienta blanca""]",N/A,N/A,N/A,N/A,"[""Aperitivos"", ""Primeros"", ""Sopas y Cremas""]"
Salmón con salsa de mango,https://recetas.lidl.es/recetas/salmon-con-salsa-de-mango,4,"[""10 ml aceite de oliva virgen extra"", ""1 ud mango"", ""1 ud cebolla roja"", ""2 uds limas"", ""250 ml agua"", ""20 ml miel""]",586 kCal,31.4 g,38.7 g,35.5 g,"[""Segundos"", ""Pescado y Marisco""]"
Rollo de calabacín,https://recetas.lidl.es/recetas/rollo-de-calabacin,4,"[""800 g calabacines"", ""4 uds huevos"", ""60 g sal""]",398 kCal,21.2 g,15.6 g,28.1 g,"[""Aperitivos"", ""Primeros"", ""Fruta y Verdura"", ""Vegetariana"", ""La Cocina de Lidl""]"
Hélices con champiñones,https://recetas.lidl.es/recetas/helices-con-champinones,6,"[""280 g pasta"", ""8 uds champi\u00f1ones"", ""1 ud calabac\u00edn"", ""50 g queso grana padano""]",233 kCal,36.1 g,9.2 g,5.8 g,"[""Primeros"", ""Pasta y Pizza"", ""Recetas para ni\u00f1os a partir de 2 a\u00f1os""]"
Escalopines empanados con anacardos,https://recetas.lidl.es/recetas/escalopines-empanados-con-anacardos,4,"[""350 g escalop\u00edn de vacuno"", ""100 g anacardos"", ""2 uds huevos"", ""800 g romero (producto canario)"", ""50 g patatas""]",512 kCal,38 g,35 g,25 g,"[""Segundos"", ""Carne y Aves"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Mermelada de manzana,https://recetas.lidl.es/recetas/mermelada-de-manzana,2,"[""1 kg manzana"", ""250 g az\u00facar moreno"", ""1 ud lim\u00f3n""]",740 kCal,193 g,1.41 g,0.89 g,"[""Guarniciones"", ""Postres"", ""Postres y Dulces"", ""Vegana"", ""Vegetariana"", ""Panificadora""]"
Empanadillas rellenas de pulled pork,https://recetas.lidl.es/recetas/empanadillas-rellenas-de-pulled-pork,2,"[""1 ud cebolla"", ""40 g aceite de oliva virgen extra"", ""150 g k\u00e9tchup"", ""20 ml tomate triturado"", ""1 cucharada miel"", ""1 cucharadita az\u00facar moreno""]",647 kCal,39.5 g,38.9 g,41.4 g,"[""Aperitivos"", ""Primeros"", ""Carne y Aves"", ""La Cocina de Lidl""]"
Macarrones gratinados,https://recetas.lidl.es/recetas/macarrones-gratinados,4,"[""300 g macarrones"", ""250 g carne picada"", ""100 g salsa de tomate"", ""1 ud cebolla"", ""2 uds dientes de ajo"", ""1 cucharada aceite de oliva suave"", ""30 g queso de untar"", ""100 g queso rallado"", ""60 g queso semicurado al piment\u00f3n (producto canario)""]",596 kCal,57 g,33 g,26 g,"[""Primeros"", ""Pasta y Pizza"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Pollo con coco y lima,https://recetas.lidl.es/recetas/pollo-con-coco-y-lima,3,"[""750 g pechugas de pollo"", ""2 uds aceite de oliva virgen extra"", ""1 ud dientes de ajo"", ""350 ml cebolla dulce"", ""300 ml tomate triturado"", ""2 uds miel""]",523 kCal,27.3 g,66.2 g,55.1 g,"[""Segundos"", ""Carne y Aves""]"
Canelones de atún,https://recetas.lidl.es/recetas/canelones-de-atun,4,"[""150 ml aceite de girasol"", ""25 ml aceite de oliva suave"", ""1 ud huevo"", ""1 ud lim\u00f3n""]",801 kCal,47.9 g,29.9 g,51.9 g,"[""Primeros"", ""Pasta y Pizza"", ""La Cocina de Lidl""]"
Enrollados de hojaldre,https://recetas.lidl.es/recetas/enrollados-de-hojaldre,4,"[""150 g queso blanco de untar"", ""2 uds masa de hojaldre"", ""50 g jam\u00f3n serrano"", ""40 g tomate frito"", ""1 ud huevo"", ""30 g or\u00e9gano""]",696 kCal,56 g,18 g,42 g,"[""Aperitivos"", ""Primeros"", ""Pan y Masas"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Tupper saludable para el recreo,https://recetas.lidl.es/recetas/tupper-saludable-para-el-recreo,2,"[""2 rebanadas panes"", ""50 g manga (producto canario)"", ""1 ud yogur de fresa"", ""1 ud kiwi"", ""5 g pipas"", ""4 lonchas pechuga de pavo (braseada finas lonchas)"", ""2 lonchas queso"", ""30 g espinaca baby"", ""2 uds huevos""]",422 kCal,33 g,26 g,20 g,"[""Aperitivos"", ""Fruta y Verdura"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Carpaccio de vacuno y pera,https://recetas.lidl.es/recetas/carpaccio-de-vacuno-y-pera,2,"[""1 paquete Carpaccio de vacuno con parmesano"", ""1 ud pera"", ""20 g queso rallado"", ""30 g tomate cherry producto canario"", ""30 g r\u00facula (producto canario)"", ""30 g salsa de pesto rojo"", ""1 ud mozzarella de b\u00fafala"", ""15 g nueces""]",474 kCal,14 g,28 g,34 g,"[""Aperitivos"", ""Primeros"", ""Carne y Aves"", ""Canarias""]"
Tacos de albóndigas y arroz,https://recetas.lidl.es/recetas/tacos-de-albondigas-y-arroz,6,"[""24 uds alb\u00f3ndigas de vacuno"", ""150 g arroz basmati"", ""100 g cogollos"", ""2 cucharadas salsa de soja"", ""1 cucharada miel"", ""60 g jengibre"", ""1 ud ajo granulado""]",297 kCal,12 g,19 g,17 g,"[""Segundos"", ""Carne y Aves"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Tortilla de patata en freidora de aire,https://recetas.lidl.es/recetas/tortilla-de-patata-en-freidora-de-aire,0,"[""NaN g patatas"", ""NaN ml aceite de oliva virgen extra"", ""NaN uds huevos""]",370 kCal,32.1 g,15.9 g,19.2 g,"[""Primeros"", ""Segundos"", ""L\u00e1cteos y Huevos"", ""Vegetariana"", ""Freidora de aire""]"
Sopa de aguacate y sandía,https://recetas.lidl.es/recetas/sopa-de-aguacate-y-sandia,4,"[""1 ud cebolla dulce"", ""1 ud pimiento verde"", ""15 ml aceite de oliva virgen extra"", ""2 uds aguacates"", ""450 ml caldo de verduras"", ""250 ml leche de coco"", ""600 g pimienta blanca""]",445 kCal,28.1 g,6 g,37.4 g,"[""Primeros"", ""Sopas y Cremas"", ""Vegana"", ""Vegetariana""]"
Tarta de melocotón,https://recetas.lidl.es/recetas/tarta-de-melocoton,6,"[""700 g melocotones en almibar"", ""400 ml nata para montar"", ""100 g queso de untar"", ""1 ud bizcocho""]",625 kCal,58.1 g,6.9 g,39.9 g,"[""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""La Cocina de Lidl"", ""Cumplea\u00f1os""]"
Sepia rebozada,https://recetas.lidl.es/recetas/sepia-rebozada,2,"[""400 g sepias"", ""50 g harina de trigo""]",816 kCal,22.3 g,38.1 g,57.7 g,"[""Aperitivos"", ""Primeros"", ""Pescado y Marisco"", ""La Cocina de Lidl""]"
Mug cake de plátano,https://recetas.lidl.es/recetas/mug-cake-de-platano,1,"[""1 ud huevo"", ""1 cucharada harina"", ""1 cucharadita levadura en polvo"", ""1 ud pl\u00e1tano"", ""20 g ar\u00e1ndanos"", ""1 ud melocot\u00f3n""]",298.1 kCal,47.1 g,10.7 g,7.4 g,"[""Postres"", ""Postres y Dulces"", ""Recetas para ni\u00f1os a partir de 12 meses""]"
Tarta tres leches con queque de limón,https://recetas.lidl.es/recetas/tarta-tres-leches-con-queque-de-limon,6,"[""150 g leche condensada"", ""75 g leche evaporada"", ""100 g nata"", ""1 ud quenque de lim\u00f3n (producto canario)"", ""125 g nata montada"", ""1 ud canela molida"", ""70 g melocot\u00f3n""]",457 kCal,48 g,8 g,25 g,"[""Postres"", ""Postres y Dulces"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Empanada de atún,https://recetas.lidl.es/recetas/empanada-de-atun,6,"[""3 uds huevos"", ""2 uds cebollas"", ""0.5 ud pimiento rojo"", ""0.5 ud pimiento verde"", ""250 ml aceite de oliva virgen extra"", ""480 g tomate triturado"", ""2 uds piment\u00f3n""]",532 kCal,47.8 g,22.3 g,532 g,"[""Primeros"", ""Segundos"", ""Pescado y Marisco""]"
Fajitas rellenas,https://recetas.lidl.es/recetas/fajitas-rellenas,4,"[""2 uds cogollos"", ""1 ud aceite de oliva virgen extra"", ""400 g lima"", ""4 uds relleno para fajitas"", ""200 g tortilla de ma\u00edz"", ""80 g salsa para fajitas""]",326 kCal,33.4 g,12.4 g,15 g,"[""Segundos"", ""Carne y Aves"", ""Vegetariana"", ""Recetas del Mundo"", ""M\u00e9xico""]"
Ensalada de garbanzos,https://recetas.lidl.es/recetas/ensalada-de-garbanzos,2,"[""300 g sandias"", ""1 ud pepino"", ""400 g garbanzos"", ""70 g cebollas rojas""]",559 kCal,45.6 g,16.7 g,33.4 g,"[""Primeros"", ""Arroz, Legumbres y Cereales"", ""Vegetariana"", ""Verano""]"
Saquitos de hojaldre rellenos,https://recetas.lidl.es/recetas/saquitos-de-hojaldre-rellenos,4,"[""350 g carne picada"", ""1 ud aceite de oliva virgen extra"", ""1 ud cebolleta"", ""1 ud pimiento verde"", ""0.5 ud zanahoria"", ""300 g calabac\u00edn"", ""1 ud salsa de tomate frito bio"", ""1 ud ajo granulado"", ""200 g hierbas arom\u00e1ticas""]",700 kCal,37.9 g,31 g,44.5 g,"[""Primeros"", ""Fruta y Verdura"", ""La Cocina de Lidl""]"
Helado de café y manga,https://recetas.lidl.es/recetas/helado-de-caf-y-manga,4,"[""1 kg caf\u00e9 mezcla molido (producto canario)"", ""150 ml manga (producto canario)"", ""1 cucharadita leche de coco"", ""1 cucharadita vainilla"", ""30 g canela"", ""40 g chocolate negro""]",250 kCal,29 g,3 g,13 g,"[""Postres"", ""Postres y Dulces"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Hojaldres de manzana,https://recetas.lidl.es/recetas/hojaldres-de-manzana,6,"[""1 ud masa de hojaldre"", ""2 uds manzanas rojas"", ""1 cucharadita canela"", ""1 ud huevo""]",372 kCal,44 g,6 g,19 g,"[""Postres"", ""Postres y Dulces"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Tarta de queso en freidora,https://recetas.lidl.es/recetas/tarta-de-queso-en-freidora,6,"[""100 g queso azul"", ""240 ml nata para montar"", ""500 g queso fresco para untar light"", ""4 uds huevos"", ""120 g az\u00facar"", ""35 g harina de ma\u00edz"", ""20 ml agua""]",406 kCal,22.2 g,9.8 g,30.6 g,"[""Postres"", ""Postres y Dulces"", ""Sin gluten"", ""Vegetariana"", ""Freidora de aire""]"
Postre de frutas con helado,https://recetas.lidl.es/recetas/postre-de-frutas-con-helado,6,"[""150 g helados de vainilla"", ""150 g sorbete"", ""1 ud kiwi"", ""1 ud naranja"", ""0.5 ud mango"", ""0.5 ud pl\u00e1tano"", ""400 ml nata para montar"", ""375 ml yogur griego""]",414 kCal,31.2 g,4.3 g,30.8 g,"[""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""Verano""]"
Flash de frutas,https://recetas.lidl.es/recetas/flash-de-frutas,15,"[""350 g mel\u00f3n piel de sapo"", ""2 g jengibre"", ""50 ml agua""]",33 kCal,7 g,N/A,N/A,"[""Postres"", ""Fruta y Verdura"", ""Postres y Dulces"", ""Regiones de Espa\u00f1a"", ""Canarias""]"
Curry con gambones y mango,https://recetas.lidl.es/recetas/curry-con-gambones-y-mango,4,"[""400 g gamb\u00f3n salvaje"", ""200 g arroz"", ""1 ud sal"", ""2 uds pimienta negra"", ""400 ml aceite de oliva virgen extra"", ""150 ml cebolla"", ""2 uds dientes de ajo"", ""1 ud jengibre""]",N/A,N/A,N/A,N/A,"[""Primeros"", ""Pescado y Marisco"", ""La Cocina de Lidl""]"
